"","county","lat","lon","bachelor_degree","per_capita_income"
"967","Garfield, OK",36.3798,-97.783,23.35,48861
"968","Garfield, UT",37.8459,-111.4965,25.37,50209
"969","Garfield, WA",46.3542,-117.5476,25.69,56792
"970","Garland, AR",34.5809,-93.1061,22.79,46897
"971","Garrard, KY",37.6516,-84.55,20.08,43418
"972","Garrett, MD",39.463,-79.2891,23.48,53008
"973","Garvin, OK",34.6793,-97.2476,15.77,48690
"974","Garza, TX",33.1798,-101.298,12.29,36426
"975","Gasconade, MO",38.4294,-91.5057,21.32,45866
"976","Gaston, NC",35.2834,-81.1822,22.05,48508
"977","Gates, NC",36.4284,-76.7105,12.46,50100
"978","Geary, KS",39.0482,-96.7322,22.79,52135
"979","Geauga, OH",41.5288,-81.1969,37.78,78294
"980","Gem, ID",44.1559,-116.286,18.85,45441
"981","Genesee, MI",43.0083,-83.6933,21.48,49399
"982","Genesee, NY",43.0001,-78.1865,21.88,50662
"983","Geneva, AL",31.0954,-85.839,13.08,41569
"984","Gentry, MO",40.2114,-94.4104,20.28,50953
"985","George, MS",30.8709,-88.652,14.15,39807
"986","Georgetown, SC",33.449,-79.3455,29.72,57656
"987","Gibson, IN",38.3499,-87.5678,18.62,53562
"988","Gibson, TN",36.0073,-88.9462,17.92,46449
"989","Gila, AZ",33.7446,-110.685,19.21,48752
"990","Gilchrist, FL",29.749,-82.7979,12.27,41769
"991","Giles, TN",35.2244,-87.0214,17.95,43321
"992","Giles, VA",37.3145,-80.668,19.53,48098
"993","Gillespie, TX",30.3291,-98.9457,34.15,78039
"994","Gilliam, OR",45.44,-120.2443,21.75,63645
"995","Gilmer, GA",34.7061,-84.4542,21.43,42351
"996","Gilmer, WV",38.9138,-80.8124,17.04,35405
"997","Gilpin, CO",39.8421,-105.5153,44.33,63971
"998","Glacier, MT",48.6561,-112.9653,23.16,41159
"999","Glades, FL",26.9796,-81.2237,11.46,33401
"1000","Gladwin, MI",43.9866,-84.3862,14.3,44068
"1001","Glascock, GA",33.2234,-82.6236,10.34,42716
"1002","Glasscock, TX",31.8477,-101.5209,25.45,124963
"1003","Glenn, CA",39.5921,-122.4405,14.45,50626
"1004","Gloucester, NJ",39.6999,-75.1442,33.8,62553
"1005","Gloucester, VA",37.4244,-76.5714,24,55944
"1006","Glynn, GA",31.2334,-81.5432,29.68,55351
"1007","Gogebic, MI",46.4324,-89.7644,19.85,48705
"1008","Golden Valley, MT",46.4005,-109.1318,21.75,53046
"1009","Golden Valley, ND",46.9383,-103.8277,24.11,52279
"1010","Goliad, TX",28.6571,-97.4682,15.94,55947
"1011","Gonzales, TX",29.4484,-97.5027,12.45,57578
"1012","Goochland, VA",37.7345,-77.9668,43.81,110781
"1013","Goodhue, MN",44.455,-92.7349,26.19,60933
"1014","Gooding, ID",42.9221,-114.8406,16.86,63847
"1015","Gordon, GA",34.5244,-84.8721,15.89,42281
"1016","Goshen, WY",42.0853,-104.3534,25.63,50633
"1017","Gosper, NE",40.5285,-99.8127,29.13,67627
"1018","Gove, KS",38.9015,-100.4835,19.9,69011
"1019","Grady, GA",30.8775,-84.2288,15.28,39020
"1020","Grady, OK",35.0328,-97.8818,21.4,47840
"1021","Grafton, NH",43.9691,-71.7378,42.12,74813
"1022","Graham, AZ",33.0361,-109.958,14.82,38785
"1023","Graham, KS",39.3498,-99.883,26.3,62383
"1024","Graham, NC",35.342,-83.8333,13.29,43178
"1025","Grainger, TN",36.2508,-83.5495,12.85,41569
"1026","Grand Forks, ND",47.9349,-97.4592,36.21,58132
"1027","Grand Isle, VT",44.7892,-73.2928,42.22,70543
"1028","Grand Traverse, MI",44.7525,-85.6908,38.42,60388
"1029","Grand, CO",40.0863,-106.1362,40.08,62267
"1030","Grand, UT",39.0017,-109.5967,30.66,69832
"1031","Granite, MT",46.3869,-113.4202,31.07,51995
"1032","Grant, AR",34.2718,-92.4422,20.34,46161
"1033","Grant, IN",40.5179,-85.655,18.25,46892
"1034","Grant, KS",37.5692,-101.3083,20.55,43192
"1035","Grant, KY",38.6403,-84.6381,13.8,45039
"1036","Grant, MN",45.9343,-96.0116,17.87,57261
"1037","Grant, ND",46.3641,-101.548,19.02,57313
"1038","Grant, NE",41.9195,-101.7466,23.04,59952
"1039","Grant, NM",32.5305,-108.2852,25.63,48537
"1040","Grant, OK",36.8036,-97.7862,22.19,60177
"1041","Grant, OR",44.4798,-119.009,20.78,50870
"1042","Grant, SD",45.1518,-96.7912,22.43,63935
"1043","Grant, WA",47.284,-119.492,18,48845
"1044","Grant, WI",42.8621,-90.7628,23.19,51761
"1045","Grant, WV",39.0712,-79.1885,12.6,45643
"1046","Granville, NC",36.2968,-78.6558,23.8,46504
"1047","Gratiot, MI",43.2922,-84.6049,16.52,43249
"1048","Graves, KY",36.7244,-88.6522,16.5,47933
"1049","Gray, KS",37.7435,-100.4335,23.45,64859
"1050","Gray, TX",35.3987,-100.8124,15.1,49815
"1051","Grays Harbor, WA",47.1649,-123.8418,16.1,47094
"1052","Grayson, KY",37.4721,-86.3497,10.86,42043
"1053","Grayson, TX",33.6831,-96.662,20.59,52055
"1054","Grayson, VA",36.6833,-81.2368,16.04,38600
"1055","Greeley, KS",38.4836,-101.8061,26.67,93667
"1056","Greeley, NE",41.5734,-98.5213,17.01,66840
"1057","Green Lake, WI",43.8078,-89.0268,20.92,49311
"1058","Green, KY",37.2912,-85.5544,11.58,42768
"1059","Green, WI",42.6775,-89.6024,23.33,60240
"1060","Greenbrier, WV",37.976,-80.4033,20.07,47283
"1061","Greene, AL",32.8362,-88.0005,10.12,40461
"1062","Greene, AR",36.1166,-90.5266,17.28,41633
"1063","Greene, GA",33.5582,-83.1539,30.54,67417
"1064","Greene, IA",42.0384,-94.397,19.76,58799
"1065","Greene, IL",39.322,-90.3808,15.31,51356
"1066","Greene, IN",39.0348,-86.9615,14.81,50131
"1067","Greene, MO",37.2588,-93.3336,31.49,51220
"1068","Greene, MS",31.2173,-88.6393,11.02,33133
"1069","Greene, NC",35.4999,-77.6675,10.38,39564
"1070","Greene, NY",42.2823,-74.1308,23.95,55805
"1071","Greene, OH",39.7007,-83.8803,39.65,58363
"1072","Greene, PA",39.871,-80.2239,17.73,50266
"1073","Greene, TN",36.171,-82.9074,16.06,41796
"1074","Greene, VA",38.3303,-78.4797,29.97,51152
"1075","Greenlee, AZ",33.1001,-109.2714,16.78,48079
"1076","Greenup, KY",38.5657,-82.9522,16.42,47675
"1077","Greenville, SC",34.8506,-82.3557,36.36,55442
"1078","Greenwood, KS",37.889,-96.2419,20.11,49675
"1079","Greenwood, SC",34.1825,-82.0799,24.1,44723
"1080","Greer, OK",34.922,-99.5146,12.29,35502
"1081","Gregg, TX",32.509,-94.8444,21.16,52958
"1082","Gregory, SD",43.2494,-99.2429,21.45,57305
"1083","Grenada, MS",33.7834,-89.8219,19.84,41935
"1084","Griggs, ND",47.4711,-98.2427,27.51,73012
"1085","Grimes, TX",30.5451,-95.9916,18.26,41914
"1086","Grundy, IA",42.3803,-92.7681,27.21,62531
"1087","Grundy, IL",41.2873,-88.4183,25.42,65839
"1088","Grundy, MO",40.1149,-93.5655,18.15,40504
"1089","Grundy, TN",35.3737,-85.6861,13.38,39349
"1090","Guadalupe, NM",34.7867,-104.7101,8.52,43255
"1091","Guadalupe, TX",29.6123,-97.9639,28.02,52190
"1092","Guernsey, OH",40.0289,-81.4771,15.08,48667
"1093","Guilford, NC",36.0738,-79.7901,36.6,54651
"1094","Gulf, FL",29.9344,-85.2103,23.19,49250
"1095","Gunnison, CO",38.7039,-106.9748,57.51,59514
"1096","Guthrie, IA",41.6815,-94.5123,20.04,63098
"1097","Gwinnett, GA",33.9601,-84.0453,37.4,50256
"1098","Haakon, SD",44.365,-101.5781,16.42,74530
"1099","Habersham, GA",34.6308,-83.5159,21.07,39304
"1100","Haines Borough, AK",58.9776,-135.4912,27.66,88152
"1101","Hale, AL",32.7441,-87.6382,15.59,44085
"1102","Hale, TX",34.068,-101.8263,17.19,43543
"1103","Halifax, NC",36.2584,-77.6848,14.68,44948
"1104","Halifax, VA",36.803,-78.9171,16.08,43557
"1105","Hall, GA",34.3063,-83.7851,23.99,53920
"1106","Hall, NE",40.8731,-98.5022,21.19,51566
"1107","Hall, TX",34.534,-100.6806,18.26,48706
"1108","Hamblen, TN",36.2136,-83.2706,18.07,45234
"1109","Hamilton, FL",30.476,-82.9714,8.19,32123
"1110","Hamilton, IA",42.3873,-93.6974,24.04,58126
"1111","Hamilton, IL",38.0852,-88.5391,21.2,53814
"1112","Hamilton, IN",40.0846,-86.0524,59.37,85814
"1113","Hamilton, KS",38.0149,-101.793,18.56,71468
"1114","Hamilton, NE",40.9375,-98.0167,24.57,65739
"1115","Hamilton, NY",43.6856,-74.505,19.86,54556
"1116","Hamilton, OH",39.1671,-84.5575,38.88,67845
"1117","Hamilton, TN",35.2216,-85.1533,33.29,60089
"1118","Hamilton, TX",31.7167,-98.0987,20.56,77672
"1119","Hamlin, SD",44.6668,-97.1884,21.84,57440
"1120","Hampden, MA",42.1702,-72.6267,27.45,61522
"1121","Hampshire, MA",42.3699,-72.7142,48.92,60717
"1122","Hampshire, WV",39.3147,-78.6304,12.29,43618
"1123","Hampton, SC",32.789,-81.1028,11.29,41689
"1124","Hancock, GA",33.2596,-82.9988,9.34,35778
"1125","Hancock, IA",43.0894,-93.7341,22.07,61201
"1126","Hancock, IL",40.4172,-91.1408,22.28,55095
"1127","Hancock, IN",39.8222,-85.775,31.8,58095
"1128","Hancock, KY",37.8268,-86.7573,14.23,46528
"1129","Hancock, ME",44.7441,-68.3219,35.18,60105
"1130","Hancock, MS",30.4115,-89.5108,25.99,44776
"1131","Hancock, OH",41,-83.6505,27.58,58966
"1132","Hancock, TN",36.4929,-83.2626,10.67,34135
"1133","Hancock, WV",40.5165,-80.5704,16.31,49823
"1134","Hand, SD",44.538,-99.0009,22.39,75506
"1135","Hanover, VA",37.7717,-77.5521,40.32,68934
"1136","Hansford, TX",36.2744,-101.3546,23.21,77093
"1137","Hanson, SD",43.676,-97.7865,16.14,77579
"1138","Haralson, GA",33.7836,-85.2066,17.26,44003
"1139","Hardee, FL",27.4929,-81.8094,9.12,35636
"1140","Hardeman, TN",35.2109,-88.9869,10.51,35485
"1141","Hardeman, TX",34.315,-99.7365,16.29,54847
"1142","Hardin, IA",42.376,-93.2326,21.52,56678
"1143","Hardin, IL",37.5013,-88.2378,11.21,46724
"1144","Hardin, KY",37.726,-85.94,22.05,51525
"1145","Hardin, OH",40.6579,-83.65,16.01,40636
"1146","Hardin, TN",35.2025,-88.1772,16.5,45053
"1147","Hardin, TX",30.3124,-94.3867,18.06,52544
"1148","Harding, NM",35.8052,-103.8729,24.32,49695
"1149","Harding, SD",45.5829,-103.4965,24.74,60414
"1150","Hardy, WV",38.9993,-78.8269,13.86,40562
"1151","Harford, MD",39.511,-76.2962,36.89,66633
"1152","Harlan, KY",36.844,-83.2797,10.43,39123
"1153","Harlan, NE",40.18,-99.4045,23.78,66306
"1154","Harmon, OK",34.7829,-99.8603,17.98,51088
"1155","Harnett, NC",35.3877,-78.839,22.09,43484
"1156","Harney, OR",43.0263,-119.0802,16.47,49257
"1157","Harper, KS",37.1909,-98.0755,16.39,61799
"1158","Harper, OK",36.8014,-99.6494,19.49,54555
"1159","Harris, GA",32.7279,-84.8993,32.41,56595
"1160","Harris, TX",29.8346,-95.389,32.26,65869
"1161","Harrison, IA",41.6861,-95.84,19.13,55468
"1162","Harrison, IN",38.1907,-86.1341,18.41,51770
"1163","Harrison, KY",38.4301,-84.3284,16.65,43811
"1164","Harrison, MO",40.3566,-93.9891,15.69,43767
"1165","Harrison, MS",30.4902,-89.1126,23.72,44551
"1166","Harrison, OH",40.2967,-81.1052,12.37,45968
"1167","Harrison, TX",32.5634,-94.3724,20.32,47928
"1168","Harrison, WV",39.2852,-80.3964,23.1,57205
"1169","Hart, GA",34.3518,-82.9594,17.19,43900
"1170","Hart, KY",37.2995,-85.9087,11.43,40257
"1171","Hartford, CT",41.7924,-72.744,38.51,70168
"1172","Hartley, TX",35.852,-102.602,21.1,75790
"1173","Harvey, KS",38.0434,-97.4275,32.03,49642
"1174","Haskell, KS",37.5692,-100.8713,17.51,70901
"1175","Haskell, OK",35.2553,-95.1327,15.52,42506
"1176","Haskell, TX",33.1786,-99.7307,16.65,54321
"1177","Hawaii, HI",NA,NA,33.57,50038
"1178","Hawkins, TN",36.4187,-82.9469,16.71,41436
"1179","Hayes, NE",40.5333,-101.0637,18.68,90144
"1180","Hays, TX",30.065,-98.0268,38.58,56097
"1181","Haywood, NC",35.5419,-82.9658,27.83,49639
"1182","Haywood, TN",35.6097,-89.2708,11.43,41503
"1183","Heard, GA",33.2797,-85.1124,9.17,39769
"1184","Hemphill, TX",35.8244,-100.2707,20.65,75731
"1185","Hempstead, AR",33.7433,-93.7147,16.04,41269
"1186","Henderson, IL",40.8522,-90.9209,17.52,54766
"1187","Henderson, KY",37.8072,-87.5774,18.23,49580
"1188","Henderson, NC",35.3228,-82.4741,31.53,52634
"1189","Henderson, TN",35.6209,-88.4005,13.58,44357
"1190","Henderson, TX",32.1827,-95.8182,18.32,48594
"1191","Hendricks, IN",39.7622,-86.5068,38.88,59804
"1192","Hendry, FL",26.6046,-81.2253,8.22,39699
"1193","Hennepin, MN",45.012,-93.4873,51.03,85505
"1194","Henrico, VA",37.5317,-77.3031,44.26,74650
"1195","Henry, AL",31.5417,-85.2284,18.9,51184
"1196","Henry, GA",33.4724,-84.1195,28.06,46961
"1197","Henry, IA",40.9933,-91.5447,22.52,49117
"1198","Henry, IL",41.3661,-90.1453,23.75,54747
"1199","Henry, IN",39.9332,-85.3884,16.37,46146
"1200","Henry, KY",38.4671,-85.1459,12.92,48943
"1201","Henry, MO",38.3849,-93.7916,15.63,48924
"1202","Henry, OH",41.3226,-84.0553,17.63,52568
"1203","Henry, TN",36.3112,-88.3117,17.72,49852
"1204","Herkimer, NY",43.4652,-74.9411,21.12,51946
"1205","Hernando, FL",28.5644,-82.4065,19.08,46080
"1206","Hertford, NC",36.3931,-77.031,16,41973
"1207","Hettinger, ND",46.4177,-102.4867,15.61,58160
"1208","Hickman, KY",36.6502,-88.9928,22.74,54685
"1209","Hickman, TN",35.8058,-87.4715,9.43,41689
"1210","Hickory, MO",37.9393,-93.2909,8.46,38100
"1211","Hidalgo, NM",32.0624,-108.7865,19.89,51465
"1212","Hidalgo, TX",26.3986,-98.1887,19.3,34503
"1213","Highland, OH",39.2048,-83.6091,13.8,44454
"1214","Highland, VA",38.3866,-79.5178,30.7,50196
"1215","Highlands, FL",27.3401,-81.3049,17.53,41568
"1216","Hill, MT",48.5696,-110.1276,26.67,51060
"1217","Hill, TX",31.9888,-97.1227,17.5,49968
"1218","Hillsborough, FL",27.9097,-82.2405,34.46,58140
"1219","Hillsborough, NH",42.953,-71.7203,38.61,71849
"1220","Hillsdale, MI",41.891,-84.5935,18.93,42365
"1221","Hinds, MS",32.3116,-90.4249,30.21,47413
"1222","Hinsdale, CO",37.7857,-107.2992,43.73,56524
"1223","Hitchcock, NE",40.179,-101.0431,15.78,59923
"1224","Hocking, OH",39.5117,-82.4497,13.86,46421
"1225","Hockley, TX",33.6124,-102.3431,15.65,52586
"1226","Hodgeman, KS",38.1023,-99.8976,32.48,67659
"1227","Hoke, NC",35.0238,-79.2598,18.36,41652
"1228","Holmes, FL",30.8497,-85.8166,9.91,37381
"1229","Holmes, MS",33.1279,-90.0729,11.68,36339
"1230","Holmes, OH",40.5598,-81.9225,10.38,54118
"1231","Holt, MO",40.0637,-95.2324,18.16,58888
"1232","Holt, NE",42.4933,-98.7752,24.22,66231
"1233","Honolulu, HI",21.484,-158.0381,35.72,63912
"1234","Hood River, OR",45.4923,-121.6721,34.72,65127
"1235","Hood, TX",32.3932,-97.8161,29.26,60912
"1236","Hooker, NE",41.9192,-101.1349,24.81,49027
"1237","Hoonah-Angoon Census Area, AK",58.7416,-137.1836,19.61,60837
"1238","Hopkins, KY",37.3381,-87.5846,16.12,46673
"1239","Hopkins, TX",33.1751,-95.5852,21.3,50272
"1240","Horry, SC",33.9375,-78.9789,24.16,46817
"1241","Hot Spring, AR",34.3241,-93.0135,15.33,37474
"1242","Hot Springs, WY",43.7705,-108.602,23.54,78817
"1243","Houghton, MI",46.8547,-88.7422,33.61,43809
"1244","Houston, AL",31.1562,-85.2809,22.13,50976
"1245","Houston, GA",32.4877,-83.6449,30.99,48929
"1246","Houston, MN",43.6745,-91.5014,24.13,59140
"1247","Houston, TN",36.2734,-87.7325,13.4,39128
"1248","Houston, TX",31.26,-95.4349,15.58,48835
"1249","Howard, AR",34.0525,-93.9546,13.79,42224
"1250","Howard, IA",43.3561,-92.3172,18.56,58411
"1251","Howard, IN",40.4698,-86.1192,21.11,47031
"1252","Howard, MD",39.236,-76.8932,62.67,86380
"1253","Howard, MO",39.1583,-92.6917,28.7,46854
"1254","Howard, NE",41.2222,-98.5172,21.72,55957
"1255","Howard, TX",32.2992,-101.4356,13.38,51007
"1256","Howell, MO",36.7824,-91.8936,17.32,40358
"1257","Hubbard, MN",47.1112,-94.9167,28.38,57111
"1258","Hudson, NJ",40.7337,-74.0641,43.98,72046
"1259","Hudspeth, TX",31.3165,-105.4233,9.88,42500
"1260","Huerfano, CO",37.655,-104.9059,23.57,48801
"1261","Hughes, OK",35.0232,-96.2897,14.76,46703
"1262","Hughes, SD",44.3239,-99.9126,36.61,61666
"1263","Humboldt, CA",40.7376,-123.8951,30.9,53607
"1264","Humboldt, IA",42.7806,-94.2073,20.08,56985
"1265","Humboldt, NV",41.2611,-118.1618,18.85,53564
"1266","Humphreys, MS",33.1263,-90.5253,14.68,43981
"1267","Humphreys, TN",36.0246,-87.7738,14.75,44127
"1268","Hunt, TX",33.1232,-96.0795,20.39,46801
"1269","Hunterdon, NJ",40.5639,-74.9125,54.01,100288
"1270","Huntingdon, PA",40.4023,-78.0489,17.82,46331
"1271","Huntington, IN",40.8297,-85.4885,21,49571
"1272","Huron, MI",43.8695,-83.0013,15.99,55774
"1273","Huron, OH",41.1391,-82.588,14.74,48213
"1274","Hutchinson, SD",43.3148,-97.7556,22.92,65945
"1275","Hutchinson, TX",35.8101,-101.3545,15.4,50130
"1276","Hyde, NC",35.5164,-76.2309,10.46,49175
"1277","Hyde, SD",44.538,-99.4821,22.69,70095
"1278","Ida, IA",42.3883,-95.4964,17.59,65824
"1279","Idaho, ID",NA,NA,28.67,41484
"1280","Imperial, CA",33.0271,-115.3605,15.38,47653
"1281","Independence, AR",35.735,-91.5822,18.5,42120
"1282","Indian River, FL",27.7062,-80.637,30.61,95109
"1283","Indiana, PA",40.6373,-79.0962,25,47945
"1284","Ingham, MI",42.5982,-84.3736,39.24,49608
"1285","Inyo, CA",36.6305,-117.5174,26.37,62090
"1286","Ionia, MI",42.9458,-85.0748,17.02,40849
"1287","Iosco, MI",44.3368,-83.6086,15.44,46918
"1288","Iowa, IA",NA,NA,29.32,62485
"1289","Iowa, WI",43.0094,-90.1334,25.25,57445
"1290","Iredell, NC",35.7741,-80.9217,29.71,60791
"1291","Irion, TX",31.3054,-100.9812,20.51,78988
"1292","Iron, MI",46.1619,-88.5543,18.93,49653
"1293","Iron, MO",37.5072,-90.6587,11.92,41182
"1294","Iron, UT",37.8165,-113.3138,28.87,38834
"1295","Iron, WI",46.287,-90.2401,21.78,52673
"1296","Iroquois, IL",40.7483,-87.8255,15.4,56185
"1297","Irwin, GA",31.6216,-83.2681,17.16,40963
"1298","Isabella, MI",43.6469,-84.8472,29.55,45657
"1299","Isanti, MN",45.5694,-93.3266,18.12,53189
"1300","Island, WA",48.1587,-122.5982,34.13,65188
"1301","Isle of Wight, VA",36.8934,-76.6913,28.03,63005
"1302","Issaquena, MS",32.7115,-91.0113,3.4,34832
"1303","Itasca, MN",47.4638,-93.5723,24.64,51563
"1304","Itawamba, MS",34.2716,-88.3623,13.88,41579
"1305","Izard, AR",36.0656,-91.8977,14.54,34986
"1306","Jack, TX",33.2355,-98.1705,14.5,45263
"1307","Jackson, AL",34.7224,-86.0339,16.22,43565
"1308","Jackson, AR",35.6224,-91.2038,11.7,42871
"1309","Jackson, CO",40.664,-106.3228,31.36,62823
"1310","Jackson, FL",30.7828,-85.1769,12.94,39322
"1311","Jackson, GA",34.1326,-83.5846,23.46,49063
"1312","Jackson, IA",42.2091,-90.6306,19.66,53777
"1313","Jackson, IL",37.759,-89.4099,35.54,46443
"1314","Jackson, IN",38.8901,-86.0369,17.87,49451
"1315","Jackson, KS",39.4411,-95.8028,20.09,50620
"1316","Jackson, KY",37.4156,-83.9961,10.18,38055
"1317","Jackson, MI",42.2474,-84.4239,22.52,47503
"1318","Jackson, MN",43.6789,-95.1538,22.74,63311
"1319","Jackson, MO",39.039,-94.3583,32.12,53112
"1320","Jackson, MS",30.5287,-88.6434,22.52,44945
"1321","Jackson, NC",35.2632,-83.1162,28.43,43362
"1322","Jackson, OH",39.0278,-82.6173,14.83,42680
"1323","Jackson, OK",34.5984,-99.3749,22.25,49372
"1324","Jackson, OR",42.5019,-122.7562,28.82,56842
"1325","Jackson, SD",43.6926,-101.6317,15.06,39102
"1326","Jackson, TN",36.3639,-85.6655,11.64,38953
"1327","Jackson, TX",28.9696,-96.562,15.4,51971
"1328","Jackson, WI",44.3311,-90.7417,15.61,49697
"1329","Jackson, WV",38.8259,-81.6961,18.02,45681
"1330","Jasper, GA",33.3294,-83.6903,14.59,44317
"1331","Jasper, IA",41.6847,-93.0574,19.16,50190
"1332","Jasper, IL",39.0124,-88.1545,18.78,54032
"1333","Jasper, IN",41.0105,-87.1034,15.11,55018
"1334","Jasper, MO",37.2065,-94.3365,22.69,43859
"1335","Jasper, MS",32.0105,-89.1173,14.91,46041
"1336","Jasper, SC",32.3944,-81.0109,21.38,41531
"1337","Jasper, TX",30.7013,-93.9986,13.31,49475
"1338","Jay, IN",40.4373,-85.0053,12.53,49300
"1339","Jeff Davis, GA",31.8214,-82.666,10.98,38122
"1340","Jeff Davis, TX",30.761,-104.158,29.92,59302
"1341","Jefferson Davis, MS",31.5824,-89.8394,14.17,36241
"1342","Jefferson, AL",33.5455,-86.8602,34.05,62371
"1343","Jefferson, AR",34.2766,-91.9612,17.99,42076
"1344","Jefferson, CO",39.5234,-105.2388,46.44,74822
"1345","Jefferson, FL",30.3778,-83.9384,23.33,50197
"1346","Jefferson, GA",33.0376,-82.4451,10.67,43720
"1347","Jefferson, IA",41.036,-91.9487,36.49,55900
"1348","Jefferson, ID",43.8407,-112.3361,25.16,42307
"1349","Jefferson, IL",38.3005,-88.9236,17.37,48057
"1350","Jefferson, IN",38.7525,-85.4432,17.34,50734
"1351","Jefferson, KS",39.2278,-95.385,24.53,52892
"1352","Jefferson, KY",38.1944,-85.6526,33.91,61474
"1353","Jefferson, MO",38.2529,-90.5695,21.1,49392
"1354","Jefferson, MS",31.7339,-91.025,19.06,40349
"1355","Jefferson, MT",46.1606,-112.1499,35.22,56632
"1356","Jefferson, NE",40.1832,-97.1427,18.3,56274
"1357","Jefferson, NY",44.0407,-75.8085,22.47,53130
"1358","Jefferson, OH",40.3772,-80.7422,17.5,47413
"1359","Jefferson, OK",34.0703,-97.8401,15.47,41152
"1360","Jefferson, OR",44.6083,-121.0936,21.44,43145
"1361","Jefferson, PA",41.1414,-79.005,16.16,50240
"1362","Jefferson, TN",36.0438,-83.4658,17.55,44330
"1363","Jefferson, TX",29.8764,-94.1418,19.27,48243
"1364","Jefferson, WA",47.8319,-123.6728,42.51,60365
"1365","Jefferson, WI",43.0217,-88.7768,26.69,53863
"1366","Jefferson, WV",39.3165,-77.8596,31.61,59214
"1367","Jenkins, GA",32.7878,-81.9779,5.22,36886
"1368","Jennings, IN",39.0071,-85.621,12.75,49519
"1369","Jerauld, SD",44.0666,-98.6291,21.3,62655
"1370","Jerome, ID",42.672,-114.2745,14.79,42356
"1371","Jersey, IL",39.094,-90.3706,24.25,50874
"1372","Jessamine, KY",37.866,-84.572,29.2,55040
"1373","Jewell, KS",39.7907,-98.2187,19.89,60881
"1374","Jim Hogg, TX",27.0717,-98.7105,13.22,43336
"1375","Jim Wells, TX",27.659,-98.0873,16.17,50892
"1376","Jo Daviess, IL",42.3507,-90.1821,26.41,56428
"1377","Johnson, AR",35.5483,-93.4628,16.5,35577
"1378","Johnson, GA",32.6656,-82.6422,7.01,33265
"1379","Johnson, IA",41.645,-91.5998,54.31,59592
"1380","Johnson, IL",37.4479,-88.8773,16.04,40166
"1381","Johnson, IN",39.4828,-86.1012,32.32,56808
"1382","Johnson, KS",38.9038,-94.8319,56.12,84535
"1383","Johnson, KY",37.8526,-82.8331,15.51,41110
"1384","Johnson, MO",38.7483,-93.8131,29.47,46526
"1385","Johnson, NE",40.4,-96.265,18.65,42104
"1386","Johnson, TN",36.4379,-81.852,11.93,37936
"1387","Johnson, TX",32.3415,-97.3509,19.52,51619
"1388","Johnson, WY",44.0303,-106.5693,33.12,61294
"1389","Johnston, NC",35.5376,-78.3875,23.96,48950
"1390","Johnston, OK",34.3082,-96.6703,22.71,43246
"1391","Jones, GA",33.0137,-83.5574,20.83,44704
"1392","Jones, IA",42.1213,-91.1314,19.9,51576
"1393","Jones, MS",31.6287,-89.1716,20.73,44494
"1394","Jones, NC",35.0101,-77.4145,14.21,50245
"1395","Jones, SD",43.9467,-100.7155,29.25,86307
"1396","Jones, TX",32.7392,-99.8789,11.85,38914
"1397","Josephine, OR",42.3912,-123.6336,18.12,54466
"1398","Juab, UT",39.6657,-112.8826,18.72,48060
"1399","Judith Basin, MT",47.0311,-110.2006,24.46,48352
"1400","Juneau City and Borough, AK",58.3893,-134.411,38.79,75996
"1401","Juneau, WI",43.9467,-90.1322,14.98,46040
"1402","Juniata, PA",40.4791,-77.5026,15.19,56422
"1403","Kalamazoo, MI",42.2469,-85.5315,39.76,58524
"1404","Kalkaska, MI",44.6868,-85.0916,14.36,43609
"1405","Kanabec, MN",45.9423,-93.3307,14.66,51935
"1406","Kanawha, WV",38.2982,-81.5239,26.37,55897
"1407","Kandiyohi, MN",45.1587,-95.0019,24.39,58345
"1408","Kane, IL",41.9379,-88.4322,34.66,62837
"1409","Kane, UT",37.2729,-111.8853,29.7,49842
"1410","Kankakee, IL",41.1487,-87.8846,20.58,53165
"1411","Karnes, TX",28.9476,-97.9006,15.89,73144
"1412","Kauai, HI",22.0505,-159.559,28.54,56103
"1413","Kaufman, TX",32.5982,-96.2991,20.18,49494
"1414","Kay, OK",36.8036,-97.1074,19.34,47817
"1415","Kearney, NE",40.5292,-98.9518,26.42,72421
"1416","Kearny, KS",38.0015,-101.3222,16.68,65779
"1417","Keith, NE",41.1991,-101.6629,19.34,52394
"1418","Kemper, MS",32.7519,-88.6416,12.37,38314
"1419","Kenai Peninsula Borough, AK",60.1107,-150.509,25.8,59041
"1420","Kendall, IL",41.5904,-88.4291,35.88,58848
"1421","Kendall, TX",29.93,-98.6715,45.26,96628
"1422","Kenedy, TX",26.9412,-97.7741,1.48,47141
"1423","Kennebec, ME",44.4146,-69.7897,29.33,53658
"1424","Kenosha, WI",42.5814,-88.0586,27.76,57085
"1425","Kent, DE",39.0975,-75.5721,24.52,50432
"1426","Kent, MD",39.2185,-76.1421,36.29,67648
"1427","Kent, MI",43.0341,-85.5504,36.84,61852
"1428","Kent, RI",41.6827,-71.6185,32.68,67906
"1429","Kent, TX",33.1797,-100.7781,32.85,55725
"1430","Kenton, KY",38.9462,-84.535,33.81,67808
"1431","Keokuk, IA",41.3368,-92.1791,18.42,52878
"1432","Kern, CA",35.3032,-118.7204,17.12,45961
"1433","Kerr, TX",30.0494,-99.3054,28.18,61401
"1434","Kershaw, SC",34.3432,-80.5564,21.05,50635
