"","county","lat","lon","bachelor_degree","per_capita_income"
"2831","Washington, IA",41.3304,-91.7158,21.97,65299
"2832","Washington, ID",44.4975,-116.8616,18.99,41119
"2833","Washington, IL",38.3664,-89.4248,20.95,58419
"2834","Washington, IN",38.6055,-86.097,12.37,47858
"2835","Washington, KS",39.7912,-97.0874,21,54905
"2836","Washington, KY",37.7743,-85.1824,20.26,45807
"2837","Washington, MD",39.5209,-77.7203,22.38,52897
"2838","Washington, ME",45.0452,-67.5514,23.82,49280
"2839","Washington, MN",45.0213,-92.8735,45.62,76733
"2840","Washington, MO",37.9701,-90.868,11.43,37238
"2841","Washington, MS",33.2697,-90.8805,20.46,45319
"2842","Washington, NC",35.8405,-76.5773,12.84,46846
"2843","Washington, NE",41.5376,-96.2688,32.11,65143
"2844","Washington, NY",43.376,-73.4303,20.16,49202
"2845","Washington, OH",39.4311,-81.5158,18.67,50549
"2846","Washington, OK",36.7061,-95.9052,28.82,78103
"2847","Washington, OR",45.5492,-123.104,44.92,71537
"2848","Washington, PA",40.2155,-80.2389,30.65,65452
"2849","Washington, RI",41.4791,-71.6061,45.98,77855
"2850","Washington, TN",36.2721,-82.4879,32.29,52089
"2851","Washington, TX",30.2215,-96.4299,28.09,61295
"2852","Washington, UT",37.3071,-113.4764,29.19,47162
"2853","Washington, VT",44.2623,-72.6134,43.7,67529
"2854","Washington, WI",43.3686,-88.2293,32.94,66103
"2855","Washita, OK",35.2812,-98.9941,20.35,40961
"2856","Washoe, NV",40.5919,-119.6547,31.66,71436
"2857","Washtenaw, MI",42.2533,-83.8375,56.72,68688
"2858","Watauga, NC",36.2514,-81.7044,42.73,46766
"2859","Watonwan, MN",43.9851,-94.6141,17.55,55899
"2860","Waukesha, WI",43.0181,-88.3044,44.79,82032
"2861","Waupaca, WI",44.4525,-88.9801,20.95,52622
"2862","Waushara, WI",44.1173,-89.2418,16.63,46929
"2863","Wayne, GA",31.5786,-81.9153,12.6,37997
"2864","Wayne, IA",40.7372,-93.327,14.25,50859
"2865","Wayne, IL",38.4333,-88.4237,14.22,48754
"2866","Wayne, IN",39.8599,-85.0169,19.82,48785
"2867","Wayne, KY",36.8007,-84.8154,13.34,38628
"2868","Wayne, MI",42.2433,-83.3345,25.23,50610
"2869","Wayne, MO",37.1184,-90.5006,9.9,42678
"2870","Wayne, MS",31.6674,-88.7028,20.64,43439
"2871","Wayne, NC",35.3725,-77.9812,19.82,49881
"2872","Wayne, NE",42.2225,-97.0955,31.91,51852
"2873","Wayne, NY",43.1793,-77.0416,23.72,53499
"2874","Wayne, OH",40.8257,-81.8872,22.54,52817
"2875","Wayne, PA",41.6172,-75.2609,20.66,52351
"2876","Wayne, TN",35.2527,-87.7805,10.6,35726
"2877","Wayne, UT",38.33,-110.9058,24.04,52647
"2878","Wayne, WV",38.1326,-82.4393,17.51,41080
"2879","Weakley, TN",36.2879,-88.74,19.85,45366
"2880","Webb, TX",27.7332,-99.288,18.76,40850
"2881","Weber, UT",41.2554,-111.8947,25.1,49857
"2882","Webster, GA",32.0757,-84.538,10.97,43682
"2883","Webster, IA",42.4344,-94.1647,21.07,51331
"2884","Webster, KY",37.4948,-87.7015,10.44,48336
"2885","Webster, MO",37.2756,-92.8844,17.68,39976
"2886","Webster, MS",33.609,-89.2626,17.9,44543
"2887","Webster, NE",40.1769,-98.4998,22.37,57191
"2888","Webster, WV",38.4686,-80.4353,10.46,34564
"2889","Weld, CO",40.502,-104.5459,27.59,56553
"2890","Wells, IN",40.7426,-85.2027,18.72,49953
"2891","Wells, ND",47.5879,-99.6494,22.24,82108
"2892","Westchester, NY",41.1249,-73.7718,49.73,119705
"2893","Westmoreland, PA",40.3607,-79.3848,30.27,59874
"2894","Westmoreland, VA",38.122,-76.9656,18.3,50190
"2895","Weston, WY",43.8403,-104.5684,17.19,49526
"2896","Wetzel, WV",39.5757,-80.6598,12.6,43357
"2897","Wexford, MI",44.3357,-85.5789,19.72,44697
"2898","Wharton, TX",29.299,-96.221,18.77,52948
"2899","Whatcom, WA",48.8219,-121.7266,35.28,58137
"2900","Wheatland, MT",46.4874,-109.8421,19.57,44640
"2901","Wheeler, GA",32.1146,-82.7647,15.1,24241
"2902","Wheeler, NE",41.9144,-98.5281,25.09,83722
"2903","Wheeler, OR",44.6956,-120.0197,18.91,42637
"2904","Wheeler, TX",35.4067,-100.2697,15.26,49906
"2905","White Pine, NV",39.4098,-114.9774,12.85,56241
"2906","White, AR",35.2732,-91.7628,20.75,42743
"2907","White, GA",34.6527,-83.7674,20.23,46899
"2908","White, IL",38.0724,-88.1691,17.13,55372
"2909","White, IN",40.7372,-86.9234,16.66,51422
"2910","White, TN",35.9357,-85.4543,12.66,40770
"2911","Whiteside, IL",41.7565,-89.9385,18.9,52341
"2912","Whitfield, GA",34.802,-84.9888,16.41,47545
"2913","Whitley, IN",41.1483,-85.5122,22.42,53969
"2914","Whitley, KY",36.7804,-84.1636,19.96,42266
"2915","Whitman, WA",46.8409,-117.522,48.22,46502
"2916","Wibaux, MT",47.0207,-104.1863,23.12,48904
"2917","Wichita, KS",38.4844,-101.3475,23.34,59792
"2918","Wichita, TX",33.9973,-98.6882,23.13,50210
"2919","Wicomico, MD",38.3944,-75.5784,28,46893
"2920","Wilbarger, TX",34.1523,-99.2142,14.89,59952
"2921","Wilcox, AL",32.0483,-87.4009,11.66,39354
"2922","Wilcox, GA",31.989,-83.45,12.02,32288
"2923","Wilkes, GA",33.7943,-82.7783,11.35,48806
"2924","Wilkes, NC",36.2151,-81.1701,16.01,46169
"2925","Wilkin, MN",46.3271,-96.4431,23.66,65570
"2926","Wilkinson, GA",32.7966,-83.1537,11.18,42625
"2927","Wilkinson, MS",31.1872,-91.3242,14.15,36890
"2928","Will, IL",41.4662,-87.8889,34.84,62272
"2929","Willacy, TX",26.4556,-97.7389,9.21,37792
"2930","Williams, ND",48.2972,-103.4371,25.59,63689
"2931","Williams, OH",41.569,-84.593,15.09,49310
"2932","Williamsburg, SC",33.598,-79.7441,14.32,40746
"2933","Williamson, IL",37.7281,-88.9297,25.59,52329
"2934","Williamson, TN",35.8732,-86.9151,60.46,107698
"2935","Williamson, TX",30.6541,-97.6352,41.87,62931
"2936","Wilson, KS",37.5659,-95.7434,19.38,47962
"2937","Wilson, NC",35.7201,-77.9431,20.03,48642
"2938","Wilson, TN",36.153,-86.3215,34.76,59229
"2939","Wilson, TX",29.1652,-98.0851,22.91,55762
"2940","Windham, CT",41.8325,-71.9791,23.7,55261
"2941","Windham, VT",42.9961,-72.7339,39.74,55841
"2942","Windsor, VT",43.5932,-72.5478,38.36,69523
"2943","Winkler, TX",31.8614,-103.0627,9.53,66180
"2944","Winnebago, IA",43.3803,-93.7342,23.1,50769
"2945","Winnebago, IL",42.3251,-89.1691,22.99,50510
"2946","Winnebago, WI",44.0677,-88.6452,28.98,55202
"2947","Winneshiek, IA",43.2932,-91.8426,29.78,58872
"2948","Winona, MN",44.0197,-91.795,31.26,56240
"2949","Winston, AL",34.151,-87.3736,13.28,41700
"2950","Winston, MS",33.105,-89.0658,16.1,43238
"2951","Wirt, WV",39.0406,-81.4067,10.61,40858
"2952","Wise, TX",33.2115,-97.6555,18.81,53871
"2953","Wolfe, KY",37.7403,-83.489,6.56,45286
"2954","Wood, OH",41.3911,-83.6498,34.33,53892
"2955","Wood, TX",32.7755,-95.3972,19.17,47546
"2956","Wood, WI",44.4689,-90.0212,20.6,53122
"2957","Wood, WV",39.2188,-81.5037,21.96,52329
"2958","Woodbury, IA",42.3866,-96.0407,23.55,50607
"2959","Woodford, IL",40.7626,-89.2427,33.83,60004
"2960","Woodford, KY",38.0212,-84.7437,36.77,59860
"2961","Woodruff, AR",35.1797,-91.2326,15.09,49050
"2962","Woods, OK",36.6966,-98.793,29.44,50198
"2963","Woodson, KS",37.8865,-95.7388,20.04,47014
"2964","Woodward, OK",36.4904,-99.2829,19.4,41180
"2965","Worcester, MA",42.3658,-71.9578,37.06,65793
"2966","Worcester, MD",38.2234,-75.4131,29.8,63811
"2967","Worth, GA",31.5845,-83.8333,10.34,41431
"2968","Worth, IA",43.3787,-93.2608,18.22,53342
"2969","Worth, MO",40.4778,-94.4318,18.28,41952
"2970","Wrangell City and Borough, AK",56.2747,-131.4735,16.89,61327
"2971","Wright, IA",42.7343,-93.7351,16.34,56543
"2972","Wright, MN",45.2011,-93.9507,31.05,58756
"2973","Wright, MO",37.2725,-92.4725,10.96,38544
"2974","Wyandot, OH",40.8401,-83.314,19.29,54342
"2975","Wyandotte, KS",39.0949,-94.7579,18.32,39143
"2976","Wyoming, NY",42.6952,-78.2099,18,49062
"2977","Wyoming, PA",41.5143,-76.007,20.65,55902
"2978","Wyoming, WV",37.6036,-81.5699,11.84,34881
"2979","Wythe, VA",36.9145,-81.0571,19.01,43593
"2980","Yadkin, NC",36.1664,-80.657,12.91,46172
"2981","Yakima, WA",46.5669,-120.6488,17.62,50872
"2982","Yakutat City and Borough, AK",59.6726,-138.8519,17.99,66375
"2983","Yalobusha, MS",34.0297,-89.7169,12.19,41761
"2984","Yamhill, OR",45.2547,-123.2325,27.35,55802
"2985","Yancey, NC",35.8917,-82.2975,20.3,41892
"2986","Yankton, SD",42.9885,-97.3979,26.69,59224
"2987","Yates, NY",42.6109,-77.1306,24.48,48934
"2988","Yavapai, AZ",34.7064,-112.4429,26.3,49060
"2989","Yazoo, MS",32.7632,-90.36,11.8,36515
"2990","Yell, AR",35.0309,-93.4052,13.34,41750
"2991","Yellow Medicine, MN",44.7393,-95.9397,16.69,65068
"2992","Yellowstone, MT",45.9727,-108.3601,32.83,59415
"2993","Yoakum, TX",33.1614,-102.828,11.77,51954
"2994","Yolo, CA",38.6202,-121.8556,42.62,64468
"2995","York, ME",43.4408,-70.6572,32.18,62355
"2996","York, NE",40.8794,-97.5972,27.39,58148
"2997","York, PA",39.9734,-76.7442,25.2,57870
"2998","York, SC",34.9926,-81.1884,33.74,56566
"2999","Young, TX",33.1668,-98.6883,23.57,58602
"3000","Yuba, CA",39.2797,-121.4381,18.01,48984
"3001","Yukon-Koyukuk Census Area, AK",65.4302,-152.9479,13.24,63452
"3002","Yuma, AZ",32.7539,-113.9364,15.44,44299
"3003","Yuma, CO",40.0165,-102.4226,20.63,48898
"3004","Zapata, TX",26.9454,-99.1717,12.15,33288
"3005","Zavala, TX",28.8648,-99.7623,12.36,43868
"3006","Ziebach, SD",44.994,-101.7505,16.1,30532
