"","county","FIPS","state","bachelor_degree","per_capita_income"
"648","Crosby, TX",48107,"TX",14.87,52897
"649","Cross, AR",5037,"AR",14.69,42009
"650","Crow Wing, MN",27035,"MN",26.16,54260
"651","Crowley, CO",8025,"CO",8.71,24314
"652","Culberson, TX",48109,"TX",16.45,71297
"653","Cullman, AL",1043,"AL",15.42,46061
"654","Culpeper, VA",51047,"VA",25.15,55336
"655","Cumberland, IL",17035,"IL",18.87,84035
"656","Cumberland, KY",21057,"KY",14.92,51001
"657","Cumberland, ME",23005,"ME",48.05,73972
"658","Cumberland, NC",37051,"NC",25.61,46992
"659","Cumberland, NJ",34011,"NJ",16.62,47559
"660","Cumberland, PA",42041,"PA",37.43,63650
"661","Cumberland, TN",47035,"TN",17.5,44295
"662","Cumberland, VA",51049,"VA",16.55,47040
"663","Cuming, NE",31039,"NE",23.06,71979
"664","Currituck, NC",37053,"NC",25.24,57320
"665","Curry, NM",35009,"NM",20.22,52015
"666","Curry, OR",41015,"OR",23.48,53044
"667","Custer, CO",8027,"CO",34.09,51271
"668","Custer, ID",16037,"ID",29.68,48619
"669","Custer, MT",30017,"MT",27.73,50535
"670","Custer, NE",31041,"NE",24.74,58544
"671","Custer, OK",40039,"OK",26.37,46226
"672","Custer, SD",46033,"SD",23.2,59756
"673","Cuyahoga, OH",39035,"OH",33.45,62790
"674","Dade, GA",13083,"GA",15.76,40579
"675","Dade, MO",29057,"MO",13.82,42127
"676","Daggett, UT",49009,"UT",14.7,51672
"677","Dakota, MN",27037,"MN",42.57,67927
"678","Dakota, NE",31043,"NE",14.73,48756
"679","Dale, AL",1045,"AL",18.22,43916
"680","Dallam, TX",48111,"TX",17.01,70511
"681","Dallas, AL",1047,"AL",16.65,41850
"682","Dallas, AR",5039,"AR",10.99,46261
"683","Dallas, IA",19049,"IA",50.46,73673
"684","Dallas, MO",29059,"MO",11.36,38983
"685","Dallas, TX",48113,"TX",32.48,72218
"686","Dane, WI",55025,"WI",52.42,71062
"687","Daniels, MT",30019,"MT",23.07,57661
"688","Dare, NC",37055,"NC",38.35,68887
"689","Darke, OH",39037,"OH",15.41,51549
"690","Darlington, SC",45031,"SC",17.61,47845
"691","Dauphin, PA",42043,"PA",32.3,58741
"692","Davidson, NC",37057,"NC",18.92,48086
"693","Davidson, TN",47037,"TN",43.33,82087
"694","Davie, NC",37059,"NC",24.29,57591
"695","Daviess, IN",18027,"IN",12.81,53008
"696","Daviess, KY",21059,"KY",24.37,50079
"697","Daviess, MO",29061,"MO",20.76,37739
"698","Davis, IA",19051,"IA",18.65,44337
"699","Davis, UT",49011,"UT",38.17,54820
"700","Davison, SD",46035,"SD",26.03,59258
"701","Dawes, NE",31045,"NE",38.22,47375
"702","Dawson, GA",13085,"GA",33.65,53996
"703","Dawson, MT",30021,"MT",24.9,47459
"704","Dawson, NE",31047,"NE",16.66,49653
"705","Dawson, TX",48115,"TX",14.46,46139
"706","Day, SD",46037,"SD",22.08,65558
"707","De Baca, NM",35011,"NM",13.28,56384
"708","De Witt, IL",17039,"IL",20.38,57473
"709","Deaf Smith, TX",48117,"TX",12,60615
"710","Dearborn, IN",18029,"IN",25.71,55782
"711","Decatur, GA",13087,"GA",14.04,41331
"712","Decatur, IA",19053,"IA",26.51,42171
"713","Decatur, IN",18031,"IN",19.54,53393
"714","Decatur, KS",20039,"KS",20.24,58270
"715","Decatur, TN",47039,"TN",14.32,48912
"716","Deer Lodge, MT",30023,"MT",19.97,46384
"717","Defiance, OH",39039,"OH",18.45,47933
"718","DeKalb, AL",1049,"AL",13.98,40026
"719","DeKalb, GA",13089,"GA",45.59,61861
"720","DeKalb, IL",17037,"IL",32.38,51571
"721","DeKalb, IN",18033,"IN",18,51961
"722","DeKalb, MO",29063,"MO",15.79,38366
"723","DeKalb, TN",47041,"TN",18.93,47634
"724","Del Norte, CA",6015,"CA",15.39,43951
"725","Delaware, IA",19055,"IA",17.43,57097
"726","Delaware, IN",18035,"IN",24.89,45325
"727","Delaware, NY",36025,"NY",22.12,48644
"728","Delaware, OH",39041,"OH",55.53,83603
"729","Delaware, OK",40041,"OK",18.15,40950
"730","Delaware, PA",42045,"PA",39.49,77180
"731","Delta, CO",8029,"CO",21.73,46042
"732","Delta, MI",26041,"MI",19.24,46524
"733","Delta, TX",48119,"TX",21.61,47471
"734","Denali Borough, AK",2068,"AK",39.12,107916
"735","Dent, MO",29065,"MO",14.92,41420
"736","Denton, TX",48121,"TX",45.76,68773
"737","Denver, CO",8031,"CO",50.32,99133
"738","Des Moines, IA",19057,"IA",19.84,56425
"739","Deschutes, OR",41017,"OR",37.18,67743
"740","Desha, AR",5041,"AR",14.01,48464
"741","DeSoto, FL",12027,"FL",12.16,32873
"742","DeSoto, MS",28033,"MS",24.85,50982
"743","Deuel, NE",31049,"NE",20.74,46093
"744","Deuel, SD",46039,"SD",22.71,62580
"745","Dewey, OK",40043,"OK",20.86,53807
"746","Dewey, SD",46041,"SD",17.2,54255
"747","DeWitt, TX",48123,"TX",12.21,66916
"748","Dickens, TX",48125,"TX",18.61,50869
"749","Dickenson, VA",51051,"VA",11.36,41437
"750","Dickey, ND",38021,"ND",27.7,73312
"751","Dickinson, IA",19059,"IA",32.22,69628
"752","Dickinson, KS",20041,"KS",24.29,49255
"753","Dickinson, MI",26043,"MI",24.41,55335
"754","Dickson, TN",47043,"TN",17.15,50218
"755","Dillingham Census Area, AK",2070,"AK",19.4,61572
"756","Dillon, SC",45033,"SC",12.95,39567
"757","Dimmit, TX",48127,"TX",14.85,55771
"758","Divide, ND",38023,"ND",16.21,66208
"759","Dixie, FL",12029,"FL",9.54,33813
"760","Dixon, NE",31051,"NE",22.52,54144
"761","Doddridge, WV",54017,"WV",16.56,37685
"762","Dodge, GA",13091,"GA",15.28,37268
"763","Dodge, MN",27039,"MN",27.43,56410
"764","Dodge, NE",31053,"NE",19.75,56298
"765","Dodge, WI",55027,"WI",17.99,51287
"766","Dolores, CO",8033,"CO",26.11,39481
"767","Doniphan, KS",20043,"KS",20.47,48727
"768","Donley, TX",48129,"TX",18.09,50574
"769","Dooly, GA",13093,"GA",12.95,43689
"770","Door, WI",55029,"WI",34.71,68172
"771","Dorchester, MD",24019,"MD",19.87,54075
"772","Dorchester, SC",45035,"SC",28.21,46857
"773","Dougherty, GA",13095,"GA",22.16,44575
"774","Douglas, CO",8035,"CO",58.61,87841
"775","Douglas, GA",13097,"GA",28.14,44779
"776","Douglas, IL",17041,"IL",20.05,60587
"777","Douglas, KS",20045,"KS",51.24,51703
"778","Douglas, MN",27041,"MN",27.16,59909
"779","Douglas, MO",29067,"MO",13.04,37992
"780","Douglas, NE",31055,"NE",40.2,68699
"781","Douglas, NV",32005,"NV",31.85,87214
"782","Douglas, OR",41019,"OR",18.46,50595
"783","Douglas, SD",46043,"SD",18.19,67626
"784","Douglas, WA",53017,"WA",20.61,49290
"785","Douglas, WI",55031,"WI",25.79,49872
"786","Drew, AR",5043,"AR",22.64,45391
"787","Dubois, IN",18037,"IN",25.54,60954
"788","Dubuque, IA",19061,"IA",31.37,56782
"789","Duchesne, UT",49013,"UT",13.72,42903
"790","Dukes, MA",25007,"MA",44.03,86341
"791","Dundy, NE",31057,"NE",28.07,93788
"792","Dunklin, MO",29069,"MO",13.86,43809
"793","Dunn, ND",38025,"ND",19.11,80976
"794","Dunn, WI",55033,"WI",29.68,47673
"795","DuPage, IL",17043,"IL",50.3,85498
"796","Duplin, NC",37061,"NC",14.56,51968
"797","Durham, NC",37063,"NC",49.46,60330
"798","Dutchess, NY",36027,"NY",36.41,67256
"799","Duval, FL",12031,"FL",30.69,54354
"800","Duval, TX",48131,"TX",9.16,51887
"801","Dyer, TN",47045,"TN",18.58,51559
"802","Eagle, CO",8037,"CO",50.49,97255
"803","Early, GA",13099,"GA",13.72,43650
"804","Eastland, TX",48133,"TX",19.24,66400
"805","Eaton, MI",26045,"MI",29.16,50743
"806","Eau Claire, WI",55035,"WI",33.26,55693
"807","Echols, GA",13101,"GA",7.83,36062
"808","Ector, TX",48135,"TX",16.61,53610
"809","Eddy, ND",38027,"ND",22.32,72571
"810","Eddy, NM",35015,"NM",17.17,62888
"811","Edgar, IL",17045,"IL",17.98,54641
"812","Edgecombe, NC",37065,"NC",16.2,45069
"813","Edgefield, SC",45037,"SC",17.95,45299
"814","Edmonson, KY",21061,"KY",10.44,41099
"815","Edmunds, SD",46045,"SD",25.88,77988
"816","Edwards, IL",17047,"IL",13.33,51628
"817","Edwards, KS",20047,"KS",20.06,68555
"818","Edwards, TX",48137,"TX",18.22,73981
"819","Effingham, GA",13103,"GA",23.93,48212
"820","Effingham, IL",17049,"IL",23.19,61218
"821","El Dorado, CA",6017,"CA",35.24,78525
"822","El Paso, CO",8041,"CO",38.71,58627
"823","El Paso, TX",48141,"TX",24.03,44064
"824","Elbert, CO",8039,"CO",34.15,70961
"825","Elbert, GA",13105,"GA",11.77,41104
"826","Elk, KS",20049,"KS",17.51,47485
"827","Elk, PA",42047,"PA",19.18,51653
"828","Elkhart, IN",18039,"IN",19.55,55007
"829","Elko, NV",32007,"NV",16.85,52754
"830","Elliott, KY",21063,"KY",9.29,29572
"831","Ellis, KS",20051,"KS",38,53348
"832","Ellis, OK",40045,"OK",20.29,57564
"833","Ellis, TX",48139,"TX",25.28,53393
"834","Ellsworth, KS",20053,"KS",23.72,47749
"835","Elmore, AL",1051,"AL",25.82,47381
"836","Elmore, ID",16039,"ID",20.74,41884
"837","Emanuel, GA",13107,"GA",11.39,40614
"838","Emery, UT",49015,"UT",15.78,40871
"839","Emmet, IA",19063,"IA",18.63,51890
"840","Emmet, MI",26047,"MI",34.75,66826
"841","Emmons, ND",38029,"ND",19.38,72883
"842","Erath, TX",48143,"TX",32.97,46906
"843","Erie, NY",36029,"NY",35.11,57625
"844","Erie, OH",39043,"OH",24.9,58239
"845","Erie, PA",42049,"PA",28.71,52747
"846","Escambia, AL",1053,"AL",12.5,39363
"847","Escambia, FL",12033,"FL",27.2,51808
"848","Esmeralda, NV",32009,"NV",16.84,55007
"849","Essex, MA",25009,"MA",40.65,78093
"850","Essex, NJ",34013,"NJ",36.25,74310
"851","Essex, NY",36031,"NY",29.83,54109
"852","Essex, VA",51057,"VA",16.22,51780
"853","Essex, VT",50009,"VT",18.44,48120
"854","Estill, KY",21065,"KY",11.53,40235
"855","Etowah, AL",1055,"AL",17.7,42558
"856","Eureka, NV",32011,"NV",11.67,49606
"857","Evans, GA",13109,"GA",16.13,39404
"858","Fairbanks North Star Borough, AK",2090,"AK",32.33,65314
"859","Fairfield, CT",9001,"CT",48.91,127391
"860","Fairfield, OH",39045,"OH",28.99,55185
"861","Fairfield, SC",45039,"SC",17.79,48634
"862","Fall River, SD",46047,"SD",19.7,51225
"863","Fallon, MT",30025,"MT",15.58,49165
"864","Falls, TX",48145,"TX",12.42,43658
"865","Fannin, GA",13111,"GA",22.09,46163
"866","Fannin, TX",48147,"TX",17.94,46449
"867","Faribault, MN",27043,"MN",19.8,54496
"868","Faulk, SD",46049,"SD",28.58,80152
"869","Faulkner, AR",5045,"AR",32.09,45841
"870","Fauquier, VA",51061,"VA",36.68,78810
"871","Fayette, AL",1057,"AL",12.29,41672
"872","Fayette, GA",13113,"GA",46.76,73202
"873","Fayette, IA",19065,"IA",18.27,51226
"874","Fayette, IL",17051,"IL",12.36,44763
"875","Fayette, IN",18041,"IN",14.78,47588
"876","Fayette, KY",21067,"KY",44.98,59987
"877","Fayette, OH",39047,"OH",15.24,47851
"878","Fayette, PA",42051,"PA",17.67,51007
"879","Fayette, TN",47047,"TN",22.49,68153
"880","Fayette, TX",48149,"TX",22.34,65339
"881","Fayette, WV",54019,"WV",15.24,44136
"882","Fentress, TN",47049,"TN",16.64,40402
"883","Fergus, MT",30027,"MT",27.2,46685
"884","Ferry, WA",53019,"WA",21.21,46847
"885","Fillmore, MN",27045,"MN",22.49,51972
"886","Fillmore, NE",31059,"NE",22.42,68697
"887","Finney, KS",20055,"KS",17.73,47523
"888","Fisher, TX",48151,"TX",20.31,57245
"889","Flagler, FL",12035,"FL",25.6,56336
"890","Flathead, MT",30029,"MT",32,58964
"891","Fleming, KY",21069,"KY",15.31,41490
"892","Florence, SC",45041,"SC",24.17,51554
"893","Florence, WI",55037,"WI",21.32,64600
"894","Floyd, GA",13115,"GA",21.37,44803
"895","Floyd, IA",19067,"IA",19.59,56044
"896","Floyd, IN",18043,"IN",30.13,62578
"897","Floyd, KY",21071,"KY",11.88,44198
"898","Floyd, TX",48153,"TX",15.68,53292
"899","Floyd, VA",51063,"VA",21.69,47376
"900","Fluvanna, VA",51065,"VA",35.6,53612
"901","Foard, TX",48155,"TX",12.77,61279
"902","Fond du Lac, WI",55039,"WI",23.88,56378
"903","Ford, IL",17053,"IL",21.63,62180
"904","Ford, KS",20057,"KS",17.02,47052
"905","Forest, PA",42053,"PA",9.56,29573
"906","Forest, WI",55041,"WI",15.2,46139
"907","Forrest, MS",28035,"MS",27.72,42853
"908","Forsyth, GA",13117,"GA",54.84,73337
"909","Forsyth, NC",37067,"NC",33.93,56378
"910","Fort Bend, TX",48157,"TX",46.47,65797
"911","Foster, ND",38031,"ND",25.25,75732
"912","Fountain, IN",18045,"IN",13.99,48583
"913","Franklin, AL",1059,"AL",15.05,40810
"914","Franklin, AR",5047,"AR",11.28,40591
"915","Franklin, FL",12037,"FL",20.43,41878
"916","Franklin, GA",13119,"GA",17.14,39616
"917","Franklin, IA",19069,"IA",18.62,59466
"918","Franklin, ID",16041,"ID",17.12,43472
"919","Franklin, IL",17055,"IL",17.01,45473
"920","Franklin, IN",18047,"IN",20.44,54451
"921","Franklin, KS",20059,"KS",20.12,49652
"922","Franklin, KY",21073,"KY",30.74,49985
"923","Franklin, MA",25011,"MA",38.28,63366
"924","Franklin, ME",23007,"ME",26.31,47206
"925","Franklin, MO",29071,"MO",21.27,51952
"926","Franklin, MS",28037,"MS",12.56,40443
"927","Franklin, NC",37069,"NC",21.16,44996
"928","Franklin, NE",31061,"NE",18.28,68092
"929","Franklin, NY",36033,"NY",20.71,48658
"930","Franklin, OH",39049,"OH",40.36,58689
"931","Franklin, PA",42055,"PA",22.23,55139
"932","Franklin, TN",47051,"TN",20.79,45975
"933","Franklin, TX",48159,"TX",30.29,51926
"934","Franklin, VA",51067,"VA",22.73,50264
"935","Franklin, VT",50011,"VT",26.51,54756
"936","Franklin, WA",53021,"WA",18.95,45937
"937","Frederick, MD",24021,"MD",41.68,68704
"938","Freeborn, MN",27047,"MN",17.04,53790
"939","Freestone, TX",48161,"TX",14.77,44014
"940","Fremont, CO",8043,"CO",18.49,41017
"941","Fremont, IA",19071,"IA",18.84,59090
"942","Fremont, WY",56013,"WY",24.81,51452
"943","Fresno, CA",6019,"CA",22.03,51422
"944","Frio, TX",48163,"TX",8.2,39898
"945","Frontier, NE",31063,"NE",22.96,55020
"946","Fulton, AR",5049,"AR",13.15,34900
"947","Fulton, GA",13121,"GA",54.51,102074
"948","Fulton, IL",17057,"IL",18.31,46395
"949","Fulton, IN",18049,"IN",14.54,49205
"950","Fulton, KY",21075,"KY",13.35,41650
"951","Fulton, NY",36035,"NY",18.22,51558
"952","Fulton, OH",39051,"OH",17.05,52995
"953","Fulton, PA",42057,"PA",14.95,49929
"954","Furnas, NE",31065,"NE",19.03,59961
"955","Gadsden, FL",12039,"FL",18.17,44832
"956","Gage, NE",31067,"NE",20.75,57838
"957","Gaines, TX",48165,"TX",10.45,50616
"958","Gallatin, IL",17059,"IL",11.55,53962
"959","Gallatin, KY",21077,"KY",9.59,42255
"960","Gallatin, MT",30031,"MT",51.57,70276
"961","Gallia, OH",39053,"OH",17.39,47674
"962","Galveston, TX",48167,"TX",32.12,60071
"963","Garden, NE",31069,"NE",23.14,57475
"964","Garfield, CO",8045,"CO",31.95,67123
"965","Garfield, MT",30033,"MT",20.92,37365
"966","Garfield, NE",31071,"NE",29.35,54771
"967","Garfield, OK",40047,"OK",23.35,48861
"968","Garfield, UT",49017,"UT",25.37,50209
"969","Garfield, WA",53023,"WA",25.69,56792
"970","Garland, AR",5051,"AR",22.79,46897
"971","Garrard, KY",21079,"KY",20.08,43418
"972","Garrett, MD",24023,"MD",23.48,53008
"973","Garvin, OK",40049,"OK",15.77,48690
"974","Garza, TX",48169,"TX",12.29,36426
"975","Gasconade, MO",29073,"MO",21.32,45866
"976","Gaston, NC",37071,"NC",22.05,48508
"977","Gates, NC",37073,"NC",12.46,50100
"978","Geary, KS",20061,"KS",22.79,52135
"979","Geauga, OH",39055,"OH",37.78,78294
"980","Gem, ID",16045,"ID",18.85,45441
"981","Genesee, MI",26049,"MI",21.48,49399
"982","Genesee, NY",36037,"NY",21.88,50662
"983","Geneva, AL",1061,"AL",13.08,41569
"984","Gentry, MO",29075,"MO",20.28,50953
"985","George, MS",28039,"MS",14.15,39807
"986","Georgetown, SC",45043,"SC",29.72,57656
"987","Gibson, IN",18051,"IN",18.62,53562
"988","Gibson, TN",47053,"TN",17.92,46449
"989","Gila, AZ",4007,"AZ",19.21,48752
"990","Gilchrist, FL",12041,"FL",12.27,41769
"991","Giles, TN",47055,"TN",17.95,43321
"992","Giles, VA",51071,"VA",19.53,48098
"993","Gillespie, TX",48171,"TX",34.15,78039
"994","Gilliam, OR",41021,"OR",21.75,63645
"995","Gilmer, GA",13123,"GA",21.43,42351
"996","Gilmer, WV",54021,"WV",17.04,35405
"997","Gilpin, CO",8047,"CO",44.33,63971
"998","Glacier, MT",30035,"MT",23.16,41159
"999","Glades, FL",12043,"FL",11.46,33401
"1000","Gladwin, MI",26051,"MI",14.3,44068
"1001","Glascock, GA",13125,"GA",10.34,42716
"1002","Glasscock, TX",48173,"TX",25.45,124963
"1003","Glenn, CA",6021,"CA",14.45,50626
"1004","Gloucester, NJ",34015,"NJ",33.8,62553
"1005","Gloucester, VA",51073,"VA",24,55944
"1006","Glynn, GA",13127,"GA",29.68,55351
"1007","Gogebic, MI",26053,"MI",19.85,48705
"1008","Golden Valley, MT",30037,"MT",21.75,53046
"1009","Golden Valley, ND",38033,"ND",24.11,52279
"1010","Goliad, TX",48175,"TX",15.94,55947
"1011","Gonzales, TX",48177,"TX",12.45,57578
"1012","Goochland, VA",51075,"VA",43.81,110781
"1013","Goodhue, MN",27049,"MN",26.19,60933
"1014","Gooding, ID",16047,"ID",16.86,63847
"1015","Gordon, GA",13129,"GA",15.89,42281
"1016","Goshen, WY",56015,"WY",25.63,50633
"1017","Gosper, NE",31073,"NE",29.13,67627
"1018","Gove, KS",20063,"KS",19.9,69011
"1019","Grady, GA",13131,"GA",15.28,39020
"1020","Grady, OK",40051,"OK",21.4,47840
"1021","Grafton, NH",33009,"NH",42.12,74813
"1022","Graham, AZ",4009,"AZ",14.82,38785
"1023","Graham, KS",20065,"KS",26.3,62383
"1024","Graham, NC",37075,"NC",13.29,43178
"1025","Grainger, TN",47057,"TN",12.85,41569
"1026","Grand Forks, ND",38035,"ND",36.21,58132
"1027","Grand Isle, VT",50013,"VT",42.22,70543
"1028","Grand Traverse, MI",26055,"MI",38.42,60388
"1029","Grand, CO",8049,"CO",40.08,62267
"1030","Grand, UT",49019,"UT",30.66,69832
"1031","Granite, MT",30039,"MT",31.07,51995
"1032","Grant, AR",5053,"AR",20.34,46161
"1033","Grant, IN",18053,"IN",18.25,46892
"1034","Grant, KS",20067,"KS",20.55,43192
"1035","Grant, KY",21081,"KY",13.8,45039
"1036","Grant, MN",27051,"MN",17.87,57261
"1037","Grant, ND",38037,"ND",19.02,57313
"1038","Grant, NE",31075,"NE",23.04,59952
"1039","Grant, NM",35017,"NM",25.63,48537
"1040","Grant, OK",40053,"OK",22.19,60177
"1041","Grant, OR",41023,"OR",20.78,50870
"1042","Grant, SD",46051,"SD",22.43,63935
"1043","Grant, WA",53025,"WA",18,48845
"1044","Grant, WI",55043,"WI",23.19,51761
"1045","Grant, WV",54023,"WV",12.6,45643
"1046","Granville, NC",37077,"NC",23.8,46504
"1047","Gratiot, MI",26057,"MI",16.52,43249
"1048","Graves, KY",21083,"KY",16.5,47933
"1049","Gray, KS",20069,"KS",23.45,64859
"1050","Gray, TX",48179,"TX",15.1,49815
"1051","Grays Harbor, WA",53027,"WA",16.1,47094
"1052","Grayson, KY",21085,"KY",10.86,42043
"1053","Grayson, TX",48181,"TX",20.59,52055
"1054","Grayson, VA",51077,"VA",16.04,38600
"1055","Greeley, KS",20071,"KS",26.67,93667
"1056","Greeley, NE",31077,"NE",17.01,66840
"1057","Green Lake, WI",55047,"WI",20.92,49311
"1058","Green, KY",21087,"KY",11.58,42768
"1059","Green, WI",55045,"WI",23.33,60240
"1060","Greenbrier, WV",54025,"WV",20.07,47283
"1061","Greene, AL",1063,"AL",10.12,40461
"1062","Greene, AR",5055,"AR",17.28,41633
"1063","Greene, GA",13133,"GA",30.54,67417
"1064","Greene, IA",19073,"IA",19.76,58799
"1065","Greene, IL",17061,"IL",15.31,51356
"1066","Greene, IN",18055,"IN",14.81,50131
"1067","Greene, MO",29077,"MO",31.49,51220
"1068","Greene, MS",28041,"MS",11.02,33133
"1069","Greene, NC",37079,"NC",10.38,39564
"1070","Greene, NY",36039,"NY",23.95,55805
"1071","Greene, OH",39057,"OH",39.65,58363
"1072","Greene, PA",42059,"PA",17.73,50266
"1073","Greene, TN",47059,"TN",16.06,41796
"1074","Greene, VA",51079,"VA",29.97,51152
"1075","Greenlee, AZ",4011,"AZ",16.78,48079
"1076","Greenup, KY",21089,"KY",16.42,47675
"1077","Greenville, SC",45045,"SC",36.36,55442
"1078","Greenwood, KS",20073,"KS",20.11,49675
"1079","Greenwood, SC",45047,"SC",24.1,44723
"1080","Greer, OK",40055,"OK",12.29,35502
"1081","Gregg, TX",48183,"TX",21.16,52958
"1082","Gregory, SD",46053,"SD",21.45,57305
"1083","Grenada, MS",28043,"MS",19.84,41935
"1084","Griggs, ND",38039,"ND",27.51,73012
"1085","Grimes, TX",48185,"TX",18.26,41914
"1086","Grundy, IA",19075,"IA",27.21,62531
"1087","Grundy, IL",17063,"IL",25.42,65839
"1088","Grundy, MO",29079,"MO",18.15,40504
"1089","Grundy, TN",47061,"TN",13.38,39349
"1090","Guadalupe, NM",35019,"NM",8.52,43255
"1091","Guadalupe, TX",48187,"TX",28.02,52190
"1092","Guernsey, OH",39059,"OH",15.08,48667
"1093","Guilford, NC",37081,"NC",36.6,54651
"1094","Gulf, FL",12045,"FL",23.19,49250
"1095","Gunnison, CO",8051,"CO",57.51,59514
"1096","Guthrie, IA",19077,"IA",20.04,63098
"1097","Gwinnett, GA",13135,"GA",37.4,50256
"1098","Haakon, SD",46055,"SD",16.42,74530
"1099","Habersham, GA",13137,"GA",21.07,39304
"1100","Haines Borough, AK",2100,"AK",27.66,88152
"1101","Hale, AL",1065,"AL",15.59,44085
"1102","Hale, TX",48189,"TX",17.19,43543
"1103","Halifax, NC",37083,"NC",14.68,44948
"1104","Halifax, VA",51083,"VA",16.08,43557
"1105","Hall, GA",13139,"GA",23.99,53920
"1106","Hall, NE",31079,"NE",21.19,51566
"1107","Hall, TX",48191,"TX",18.26,48706
"1108","Hamblen, TN",47063,"TN",18.07,45234
"1109","Hamilton, FL",12047,"FL",8.19,32123
"1110","Hamilton, IA",19079,"IA",24.04,58126
"1111","Hamilton, IL",17065,"IL",21.2,53814
"1112","Hamilton, IN",18057,"IN",59.37,85814
"1113","Hamilton, KS",20075,"KS",18.56,71468
"1114","Hamilton, NE",31081,"NE",24.57,65739
"1115","Hamilton, NY",36041,"NY",19.86,54556
"1116","Hamilton, OH",39061,"OH",38.88,67845
"1117","Hamilton, TN",47065,"TN",33.29,60089
"1118","Hamilton, TX",48193,"TX",20.56,77672
"1119","Hamlin, SD",46057,"SD",21.84,57440
"1120","Hampden, MA",25013,"MA",27.45,61522
"1121","Hampshire, MA",25015,"MA",48.92,60717
"1122","Hampshire, WV",54027,"WV",12.29,43618
"1123","Hampton, SC",45049,"SC",11.29,41689
"1124","Hancock, GA",13141,"GA",9.34,35778
"1125","Hancock, IA",19081,"IA",22.07,61201
"1126","Hancock, IL",17067,"IL",22.28,55095
"1127","Hancock, IN",18059,"IN",31.8,58095
"1128","Hancock, KY",21091,"KY",14.23,46528
"1129","Hancock, ME",23009,"ME",35.18,60105
"1130","Hancock, MS",28045,"MS",25.99,44776
"1131","Hancock, OH",39063,"OH",27.58,58966
"1132","Hancock, TN",47067,"TN",10.67,34135
"1133","Hancock, WV",54029,"WV",16.31,49823
"1134","Hand, SD",46059,"SD",22.39,75506
"1135","Hanover, VA",51085,"VA",40.32,68934
"1136","Hansford, TX",48195,"TX",23.21,77093
"1137","Hanson, SD",46061,"SD",16.14,77579
"1138","Haralson, GA",13143,"GA",17.26,44003
"1139","Hardee, FL",12049,"FL",9.12,35636
"1140","Hardeman, TN",47069,"TN",10.51,35485
"1141","Hardeman, TX",48197,"TX",16.29,54847
"1142","Hardin, IA",19083,"IA",21.52,56678
"1143","Hardin, IL",17069,"IL",11.21,46724
"1144","Hardin, KY",21093,"KY",22.05,51525
"1145","Hardin, OH",39065,"OH",16.01,40636
"1146","Hardin, TN",47071,"TN",16.5,45053
"1147","Hardin, TX",48199,"TX",18.06,52544
"1148","Harding, NM",35021,"NM",24.32,49695
"1149","Harding, SD",46063,"SD",24.74,60414
"1150","Hardy, WV",54031,"WV",13.86,40562
"1151","Harford, MD",24025,"MD",36.89,66633
"1152","Harlan, KY",21095,"KY",10.43,39123
"1153","Harlan, NE",31083,"NE",23.78,66306
"1154","Harmon, OK",40057,"OK",17.98,51088
"1155","Harnett, NC",37085,"NC",22.09,43484
"1156","Harney, OR",41025,"OR",16.47,49257
"1157","Harper, KS",20077,"KS",16.39,61799
"1158","Harper, OK",40059,"OK",19.49,54555
"1159","Harris, GA",13145,"GA",32.41,56595
"1160","Harris, TX",48201,"TX",32.26,65869
"1161","Harrison, IA",19085,"IA",19.13,55468
"1162","Harrison, IN",18061,"IN",18.41,51770
"1163","Harrison, KY",21097,"KY",16.65,43811
"1164","Harrison, MO",29081,"MO",15.69,43767
"1165","Harrison, MS",28047,"MS",23.72,44551
"1166","Harrison, OH",39067,"OH",12.37,45968
"1167","Harrison, TX",48203,"TX",20.32,47928
"1168","Harrison, WV",54033,"WV",23.1,57205
"1169","Hart, GA",13147,"GA",17.19,43900
"1170","Hart, KY",21099,"KY",11.43,40257
"1171","Hartford, CT",9003,"CT",38.51,70168
"1172","Hartley, TX",48205,"TX",21.1,75790
"1173","Harvey, KS",20079,"KS",32.03,49642
"1174","Haskell, KS",20081,"KS",17.51,70901
"1175","Haskell, OK",40061,"OK",15.52,42506
"1176","Haskell, TX",48207,"TX",16.65,54321
"1177","Hawaii, HI",15000,"HI",33.57,50038
"1178","Hawkins, TN",47073,"TN",16.71,41436
"1179","Hayes, NE",31085,"NE",18.68,90144
"1180","Hays, TX",48209,"TX",38.58,56097
"1181","Haywood, NC",37087,"NC",27.83,49639
"1182","Haywood, TN",47075,"TN",11.43,41503
"1183","Heard, GA",13149,"GA",9.17,39769
"1184","Hemphill, TX",48211,"TX",20.65,75731
"1185","Hempstead, AR",5057,"AR",16.04,41269
"1186","Henderson, IL",17071,"IL",17.52,54766
"1187","Henderson, KY",21101,"KY",18.23,49580
"1188","Henderson, NC",37089,"NC",31.53,52634
"1189","Henderson, TN",47077,"TN",13.58,44357
"1190","Henderson, TX",48213,"TX",18.32,48594
"1191","Hendricks, IN",18063,"IN",38.88,59804
"1192","Hendry, FL",12051,"FL",8.22,39699
"1193","Hennepin, MN",27053,"MN",51.03,85505
"1194","Henrico, VA",51087,"VA",44.26,74650
"1195","Henry, AL",1067,"AL",18.9,51184
"1196","Henry, GA",13151,"GA",28.06,46961
"1197","Henry, IA",19087,"IA",22.52,49117
